DateTime,Junction,Vehicles,ID,Temperature,Precipitation,Humidity,Event_Type
2015-11-01 00:00:00,1,15,20151101001,26.41841690093306,0,60.58892553857339,None
2015-11-01 01:00:00,1,13,20151101011,31.806594590743952,1,86.36043171512604,None
2015-11-01 02:00:00,1,10,20151101021,21.77152874073998,0,84.24784923205061,None
2015-11-01 03:00:00,1,7,20151101031,32.899328335664705,0,70.3595128342734,None
2015-11-01 04:00:00,1,9,20151101041,31.409417357691225,0,53.00640912368911,None
2015-11-01 05:00:00,1,6,20151101051,24.575066423536356,0,86.75534859073377,None
2015-11-01 06:00:00,1,9,20151101061,19.823384654695598,0,76.51907429902307,None
2015-11-01 07:00:00,1,8,20151101071,15.768230009813086,0,50.2801794067251,Public Holiday
2015-11-01 08:00:00,1,11,20151101081,22.17529329881414,0,61.853180052483864,None
2015-11-01 09:00:00,1,12,20151101091,18.318866854240348,0,48.24298718379799,None
2015-11-01 10:00:00,1,15,20151101101,21.137807907200383,0,81.53826120711145,None
2015-11-01 11:00:00,1,17,20151101111,22.689398715638433,0,63.38191464503237,None
2015-11-01 12:00:00,1,16,20151101121,26.706653003538612,1,86.0234055498124,None
2015-11-01 13:00:00,1,15,20151101131,25.877740550812007,1,59.42254086599553,None
2015-11-01 14:00:00,1,16,20151101141,33.78939285834116,0,82.2716571181995,None
2015-11-01 15:00:00,1,12,20151101151,32.39548811445792,1,62.09627120734146,None
2015-11-01 16:00:00,1,12,20151101161,33.597976029590605,1,52.500534583395016,None
2015-11-01 17:00:00,1,16,20151101171,19.45152062852133,0,60.25813098854568,None
2015-11-01 18:00:00,1,17,20151101181,29.56939169460884,1,66.24154092558477,None
2015-11-01 19:00:00,1,20,20151101191,15.122167644029453,0,48.17731129372439,None
2015-11-01 20:00:00,1,17,20151101201,19.838693513515082,0,33.434650533224136,None
2015-11-01 21:00:00,1,19,20151101211,28.56326240956868,1,68.99534187793066,None
2015-11-01 22:00:00,1,20,20151101221,28.154260376563997,0,87.14049456511597,None
2015-11-01 23:00:00,1,15,20151101231,22.42479665060273,1,49.932176938236566,None
2015-11-02 00:00:00,1,14,20151102001,21.049433906833233,1,64.23318497868416,None
2015-11-02 01:00:00,1,12,20151102011,26.967174251960955,1,47.4727501232891,None
2015-11-02 02:00:00,1,14,20151102021,25.109199948354007,0,87.99395856111872,None
2015-11-02 03:00:00,1,12,20151102031,18.20943432489604,0,30.83415502538876,None
2015-11-02 04:00:00,1,12,20151102041,34.54112280014152,0,79.70816426611508,None
2015-11-02 05:00:00,1,11,20151102051,22.883062089033565,0,60.396501448744004,None
2015-11-02 06:00:00,1,13,20151102061,30.937561374406638,0,72.0907626522872,None
2015-11-02 07:00:00,1,14,20151102071,20.396689865468474,0,87.06094999995307,None
2015-11-02 08:00:00,1,12,20151102081,21.16414422304546,0,56.26662801894563,None
2015-11-02 09:00:00,1,22,20151102091,28.95500758873833,0,66.21198283830331,None
2015-11-02 10:00:00,1,32,20151102101,18.680710041779825,0,33.612323627857045,None
2015-11-02 11:00:00,1,31,20151102111,25.513824378894682,1,56.03493482776495,None
2015-11-02 12:00:00,1,35,20151102121,17.357078224287637,0,65.40528208752963,None
2015-11-02 13:00:00,1,26,20151102131,33.51158074214267,0,39.28628581569194,None
2015-11-02 14:00:00,1,34,20151102141,28.710797332351376,0,79.74592144828941,Public Holiday
2015-11-02 15:00:00,1,30,20151102151,17.125163891071168,0,73.88051915720737,Public Holiday
2015-11-02 16:00:00,1,27,20151102161,23.37062351333477,0,33.44235571471616,None
2015-11-02 17:00:00,1,27,20151102171,34.986355380329435,0,76.57174074269031,None
2015-11-02 18:00:00,1,24,20151102181,28.711791855527586,1,46.98389851021162,None
2015-11-02 19:00:00,1,26,20151102191,18.529783657995054,0,85.9517986419479,None
2015-11-02 20:00:00,1,29,20151102201,22.794675759747584,0,83.13664996752593,None
2015-11-02 21:00:00,1,32,20151102211,22.943643635712437,0,38.10307764249798,None
2015-11-02 22:00:00,1,30,20151102221,16.465784409568325,1,49.40348773147515,None
2015-11-02 23:00:00,1,27,20151102231,27.811394715902257,0,83.95395424011573,None
2015-11-03 00:00:00,1,21,20151103001,16.41720935058109,0,37.789578868643126,None
2015-11-03 01:00:00,1,18,20151103011,25.59542445288357,1,86.33480041522998,Concert
2015-11-03 02:00:00,1,19,20151103021,16.840987625611554,0,74.3369701842043,Public Holiday
2015-11-03 03:00:00,1,13,20151103031,29.01904507017235,0,49.85983906972025,Public Holiday
2015-11-03 04:00:00,1,11,20151103041,33.034010954051084,0,68.4493453242205,None
2015-11-03 05:00:00,1,11,20151103051,18.183236450466133,0,75.69283167789943,None
2015-11-03 06:00:00,1,11,20151103061,23.049739786621622,0,44.1342107707397,None
2015-11-03 07:00:00,1,14,20151103071,31.962863980723164,0,79.23815023452693,None
2015-11-03 08:00:00,1,15,20151103081,33.57037746372825,0,49.86344054698093,None
2015-11-03 09:00:00,1,29,20151103091,30.984495115886922,0,76.7320389677827,None
2015-11-03 10:00:00,1,33,20151103101,31.21997267306417,1,32.63531063242692,None
2015-11-03 11:00:00,1,32,20151103111,28.88698416163719,0,74.35637498198268,None
2015-11-03 12:00:00,1,32,20151103121,27.68290430436174,1,86.75319128977732,None
2015-11-03 13:00:00,1,29,20151103131,17.904870749089874,0,76.48151478094655,None
2015-11-03 14:00:00,1,27,20151103141,27.20950614642991,0,67.07821397775896,None
2015-11-03 15:00:00,1,26,20151103151,19.451727311908513,0,89.7636951092974,None
2015-11-03 16:00:00,1,28,20151103161,34.955683616770315,1,89.70767859480247,None
2015-11-03 17:00:00,1,26,20151103171,28.076362385933663,0,89.00807240268722,None
2015-11-03 18:00:00,1,25,20151103181,16.64567169978992,0,70.40511835376086,None
2015-11-03 19:00:00,1,29,20151103191,19.254626160171895,0,58.02673340232014,None
2015-11-03 20:00:00,1,26,20151103201,16.903703164992663,1,31.923458715678017,None
2015-11-03 21:00:00,1,24,20151103211,34.61292929119147,0,57.57427268522921,None
2015-11-03 22:00:00,1,25,20151103221,19.67921493153162,0,70.06579064858437,None
2015-11-03 23:00:00,1,20,20151103231,22.883415130323762,0,42.20944562482498,None
2015-11-04 00:00:00,1,18,20151104001,22.079096864335902,1,49.758195096238836,Public Holiday
2015-11-04 01:00:00,1,18,20151104011,34.42535457653944,0,74.9076256496905,None
2015-11-04 02:00:00,1,13,20151104021,20.8744473332583,0,62.65101994019586,None
2015-11-04 03:00:00,1,13,20151104031,17.76988412060462,1,56.19761187665934,None
2015-11-04 04:00:00,1,10,20151104041,17.199463556807085,0,60.13655797184066,None
2015-11-04 05:00:00,1,12,20151104051,19.86004204244412,0,59.7700437286108,None
2015-11-04 06:00:00,1,13,20151104061,15.250364812718756,0,30.333942492666296,Concert
2015-11-04 07:00:00,1,11,20151104071,16.483139264877963,1,64.10001528214353,None
2015-11-04 08:00:00,1,13,20151104081,34.502128746303896,1,47.522217437416806,None
